Country,Date,Headline,Link,,,,
Italy,21-Jan,Italian Tourism Federation Urges Government to Create ‘COVID-19 Vaccination Certificate’,https://www.schengenvisainfo.com/news/italian-tourism-federation-urges-government-to-create-covid-19-vaccination-certificate/,,,,
Italy,21-Jan,"COVID-19 and Italian Healthcare Workers From the Initial Sacrifice to the mRNA Vaccine: Pandemic Chrono-History, Epidemiological Data, Ethical Dilemmas, and Future Challenges",https://www.frontiersin.org/articles/10.3389/fpubh.2020.591900/full,,,,
Italy,21-Jan,"Italy: New Decree dated January 14, 2021, with COVID-19 measures ",https://www.lexology.com/library/detail.aspx?g=54650d09-7722-4b90-841a-c23bdc5e4e32,,,,
Italy,21-Jan,"Italy Hits 1 Million COVID-19 Vaccinations, Most in the E.U.",https://www.travelagentcentral.com/europe/italy-hits-1-million-covid-19-vaccinations-most-e-u,,,,
Italy,21-Jan,"COVID-19 Lockdown Took Heavy Toll on Patients, Italian Study Finds",https://parkinsonsnewstoday.com/2021/01/20/covid-19-lockdown-worsens-cognitive-behavioral-motor-symptoms-study-in-italy/,,,,
Germany,21-Jan,France may follow Germany in making clinical masks mandatory,https://www.theguardian.com/world/2021/jan/20/france-may-follow-germany-in-making-clinical-masks-mandatory,,,,
Germany,21-Jan,COVID-19: New COVID-19 Workplace Regulation for Employers in Germany Brings Home Office and Further Health and Safety Obligations | Germany,https://iclg.com/briefing/15497-covid-19-new-covid-19-workplace-regulation-for-employers-in-germany-brings-home-office-and-further-health-and-safety-obligations-germany,,,,
Germany,21-Jan,How to Move to Germany During Covid-19,https://www.archer-relocation.com/how-to-move-to-germany-during-covid-19/,,,,
Germany,21-Jan,"Coronavirus: Germany extends lockdown, Netherlands sets nighttime curfew over variants fears",https://www.euronews.com/2021/01/20/coronavirus-germany-tightens-restrictions-and-netherlands-mulls-curfew-over-variants-fears,,,,
Germany,21-Jan,"Opinion: Sit tight until summer, amid Germany's lockdown",https://www.dw.com/en/opinion-sit-tight-until-summer-amid-germanys-lockdown/a-56281734,,,,
Spain,21-Jan,"COVID-19: Spain sees record cases, deaths pass 55,000",https://www.aa.com.tr/en/europe/covid-19-spain-sees-record-cases-deaths-pass-55-000/2118702,,,,
Spain,21-Jan,"Sanchez praises EU unity, insists Spain will implement COVID recovery funds",https://www.euractiv.com/section/economy-jobs/news/sanchez-praises-eu-unity-insists-spain-will-implement-covid-recovery-funds/,,,,
Spain,21-Jan,"Spain reports highest weekly figure of new coronavirus cases so far: 233,523",https://english.elpais.com/society/2021-01-20/spain-reports-highest-weekly-figure-of-new-coronavirus-cases-so-far-233523.html,,,,
Spain,21-Jan,Spain headed toward de facto lockdown amid surge in coronavirus cases,https://english.elpais.com/society/2021-01-20/spain-headed-toward-de-facto-lockdown-amid-surge-in-coronavirus-cases.html,,,,
Spain,21-Jan,Spain refuses new measures despite record virus cases,https://www.aa.com.tr/en/europe/spain-refuses-new-measures-despite-record-virus-cases/2117324,,,,
France,21-Jan,"Covid France: Five deaths after vaccine, no link proven",https://www.connexionfrance.com/French-news/Five-deaths-in-France-reported-after-Covid-Pfizer-BioNTech-vaccination,,,,
France,21-Jan,Covid France: Will I get proof of my vaccination?,https://www.connexionfrance.com/Practical/Your-Questions/Covid-France-Will-I-get-proof-of-my-vaccination,,,,
France,21-Jan,"France to keep ski lifts shut due to Covid-19, in blow to winter sports tourism",https://www.france24.com/en/europe/20210120-france-to-keep-ski-lifts-shut-due-to-covid-19-in-blow-to-winter-sports-tourism,,,,
France,21-Jan,Covid-19: France aims to vaccinate entire population by end of August,https://www.france24.com/en/europe/20210121-france-s-health-minister-says-vaccination-goal-is-70-million-by-end-of-august,,,,
France,21-Jan,Coronavirus: French students highlight pandemic's mental health toll,https://www.bbc.com/news/world-europe-55716340,,,,
UK,21-Jan,COVID-19: UK to look 'very carefully' at vaccine dosing after concerns raised over level of protection,https://news.sky.com/story/covid-19-uk-to-look-very-carefully-at-vaccine-dosing-after-concerns-raised-over-level-of-protection-12193205,,,,
UK,21-Jan,"COVID-19: 1,820 more coronavirus deaths in UK - highest number reported on a single day",https://news.sky.com/story/covid-19-1-820-more-coronavirus-deaths-in-uk-highest-number-reported-on-a-single-day-12193513,,,,
UK,21-Jan,"UK reports 1,820 more Covid deaths, the most recorded in one day",https://www.ons.gov.uk/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/bulletins/deathsregisteredweeklyinenglandandwalesprovisional/weekending15january2021,,,,
UK,21-Jan,"Covid: UK reports 1,820 deaths as Johnson warns tough weeks to come",https://www.bbc.com/news/uk-55738174,,,,
UK,21-Jan,Highest daily Covid deaths recorded in UK,https://www.itv.com/news/2021-01-27/covid-deaths-increase-by-1725-as-25308-new-coronavirus-cases-reported,,,,
Netherlands,14-Jan,Getting vaccinated against COVID-19: how does it work?,https://www.government.nl/topics/coronavirus-covid-19/dutch-vaccination-programme/getting-vaccinated-against-covid-19,,,,
Netherlands,14-Jan,"Rapid test compulsory for people entering the Netherlands from the UK, Ireland and South Africa",https://www.government.nl/topics/coronavirus-covid-19/dutch-vaccination-programme/getting-vaccinated-against-covid-19,,,,
Netherlands,14-Jan,Netherlands Begins Mass Testing to Isolate COVID-19 Variant ,https://www.voanews.com/covid-19-pandemic/netherlands-begins-mass-testing-isolate-covid-19-variant,,,,
Netherlands,14-Jan,Netherlands imposes mandatory Covid rapid testing for inbound travel,https://www.nautilusint.org/en/news-insight/news/netherlands-imposes-mandatory-covid-rapid-testing-for-inbound-travel/,,,,
Netherlands,14-Jan,"Netherlands Imposes Compulsory Rapid Tests for Citizens of UK, Ireland & South Africa",https://www.schengenvisainfo.com/news/netherlands-imposes-compulsory-rapid-tests-for-citizens-of-uk-ireland-south-africa/,,,,
Italy,14-Jan,Italy to extend COVID state of emergency to end of April,https://www.wantedinrome.com/news/italy-to-extend-covid-19-state-of-emergency-until-30-april.html,,,,
Italy,14-Jan,Italy political crisis erupts over EU Covid spending,https://www.bbc.com/news/world-europe-55661781,,,,
Italy,14-Jan,Fresh evidence emerges of COVID-19 in Italy earlier than first thought,https://newseu.cgtn.com/news/2021-01-13/Fresh-evidence-emerges-of-COVID-19-in-Italy-earlier-than-first-thought-X08i0uNmBq/index.html,,,,
Italy,14-Jan,Italy to extend covid-19 state of emergency until 30 April,https://www.wantedinrome.com/news/italy-to-extend-covid-19-state-of-emergency-until-30-april.html,,,,
Italy,14-Jan,"Italy: Covid-19 – New restrictive measures enacted – Decree of December 3, 2020",https://globalcompliancenews.com/italy-covid-19-new-restrictive-measures-enacted-decree-of-december-3-2020-05122020/,,,,
Germany,14-Jan,Germany battles one of the toughest pandemic stages — health minister,https://www.dw.com/en/germany-battles-one-of-the-toughest-pandemic-stages-health-minister/a-56209728,,,,
Germany,14-Jan,COVID city limits: Berlin to restrict how far you can travel,https://www.dw.com/en/covid-city-limits-berlin-to-restrict-how-far-you-can-travel/a-56211952,,,,
Germany,14-Jan,Germany will have COVID curbs beyond January - health minister,https://www.reuters.com/article/us-health-coronavirus-germany-spahn-idUSKBN29I0TI,,,,
Germany,14-Jan,German gov’t turns down compulsory vaccination proposal,https://www.aa.com.tr/en/europe/german-gov-t-turns-down-compulsory-vaccination-proposal/2108543,,,,
Germany,14-Jan,Covid contraction shrinks German economy by 5%,https://www.bbc.com/news/business-55662545,,,,
Spain,14-Jan,Spain shatters record for new coronavirus infections,https://www.aa.com.tr/en/europe/spain-shatters-record-for-new-coronavirus-infections/2109135,,,,
Spain,14-Jan,"Mortality rate of coronavirus (COVID-19) in Spain as of November 24, 2020, by age group ",https://www.statista.com/statistics/1105596/covid-19-mortality-rate-by-age-group-in-spain-march/,,,,
Spain,14-Jan,"Number of people who recovered from coronavirus (COVID-19) in Spain between March 9 and May 18, 2020 ",https://www.statista.com/statistics/1104641/persons-with-covid-19-recovered-by-day-spain/,,,,
Spain,14-Jan,Spain rejects virus confinement as most of Europe stays home,https://apnews.com/article/spain-coronavirus-news-6186fece500a711d6180502f7c51998e,,,,
Spain,14-Jan,"Spain reports 38,869 new coronavirus cases in a day, a new record high",https://english.elpais.com/society/2021-01-14/spain-reports-38869-new-coronavirus-cases-in-a-day-a-new-record-high.html,,,,
France,14-Jan,Covid-19: France PM Castex announces tighter curfew,https://www.bbc.com/news/world-europe-55669172,,,,
France,14-Jan,"Covid-19: No need to close schools over UK variant, says French scientific adviser",https://www.france24.com/en/france/20210113-covid-19-no-need-to-close-schools-over-uk-variant-says-french-scientific-advisor,,,,
France,14-Jan,UPDATE 1-No need to close schools in France despite COVID variant-adviser,https://www.reuters.com/article/health-coronavirus-france-idUSL8N2JO2GL,,,,
France,14-Jan,Is France only European country with free Covid tests?,https://www.connexionfrance.com/Practical/Your-Questions/Is-France-only-European-country-with-free-Covid-tests,,,,
France,14-Jan,Covid France: Extended curfew expected but schools stay open,https://www.connexionfrance.com/French-news/Covid-France-Extended-curfew-expected-but-schools-stay-open,,,,
UK,14-Jan,Covid-19: UK daily deaths at record high and Scotland rules tightened,https://www.bbc.com/news/uk-55652431,,,,
UK,14-Jan,Covid: Large trial of new treatment begins in UK,https://www.bbc.com/news/health-55639096,,,,
UK,14-Jan,"UK coronavirus deaths pass 100,000 after 1,564 reported in one day",https://www.theguardian.com/world/2021/jan/13/uk-coronavirus-deaths-pass-100000,,,,
UK,14-Jan,Coronavirus variant from UK 'must not get out of hand' warns EU,https://www.theguardian.com/world/2021/jan/13/coronavirus-variant-from-uk-must-not-get-out-of-hand-warns-eu,,,,
UK,14-Jan,"COVID-19: UK reports highest increase in coronavirus deaths with 1,564",https://news.sky.com/story/covid-19-uk-reports-highest-increase-in-coronavirus-deaths-with-1-564-12186910,,,,
Netherlands,07-Jan,"Netherlands begins Covid-19 vaccinations, later than other EU nations",https://www.france24.com/en/europe/20210106-netherlands-begins-covid-19-vaccinations-well-after-other-eu-nations,,,,
Netherlands,07-Jan,Coronavirus: Dutch shocked to be EU vaccination stragglers,https://www.bbc.com/news/world-europe-55549656,,,,
Netherlands,07-Jan,Netherlands Begins Coronavirus Vaccinations,https://www.voanews.com/covid-19-pandemic/netherlands-begins-coronavirus-vaccinations,,,,
Netherlands,07-Jan,Netherlands begins COVID-19 vaccinations,https://www.voanews.com/covid-19-pandemic/netherlands-begins-coronavirus-vaccinations,,,,
Netherlands,07-Jan,Dutch begin COVID-19 vaccinations; last EU nation to do so,https://apnews.com/article/pandemics-europe-mark-rutte-netherlands-coronavirus-pandemic-c0ad51610b6afb26dd6c744acbd37095,,,,
Italy,07-Jan,Italy reports new rise in COVID-19 cases,https://www.aa.com.tr/en/europe/italy-reports-new-rise-in-covid-19-cases/2100672,,,,
Italy,07-Jan,"Mafia on the hunt for coronavirus vaccines, say Italian police ",https://www.politico.eu/article/mafia-hunt-coronavirus-vaccine-italy-police/,,,,
Italy,07-Jan,Italy Once Again a COVID Hotspot,https://www.voanews.com/europe/italy-once-again-covid-hotspot,,,,
Italy,07-Jan,Italy Extends Strict COVID-19 Lockdown,https://www.travelandleisure.com/travel-news/italy-second-covid-lockdown-extended,,,,
Italy,07-Jan,Italy: COVID-19 -The Italian Budget Law has entered into force - new employment related provisions ,https://www.lexology.com/library/detail.aspx?g=232e3f84-d805-4ee6-9fb1-f029ee324374,,,,
Germany,07-Jan,Opinion: Germany needs tougher measures to counter COVID-19,https://www.dw.com/en/opinion-germany-needs-tougher-measures-to-counter-covid-19/a-56147075,,,,
Germany,07-Jan,COVID: Schools are in lockdown and e-learning is a struggle,https://www.dw.com/en/covid-germany-schools-lockdown-digitalization/a-56147857,,,,
Germany,07-Jan,"Germany: COVID-19 cases, deaths rise despite lockdown",https://www.aa.com.tr/en/europe/germany-covid-19-cases-deaths-rise-despite-lockdown/2100208,,,,
Germany,07-Jan,Comparing Covid-19 responses: Germany,https://www.psa.ac.uk/psa/news/comparing-covid-19-responses-germany,,,,
Germany,07-Jan,Germany defends COVID vaccine rollout amid criticism it's too slow,https://www.euronews.com/2021/01/06/germany-defends-covid-vaccine-rollout-amid-criticism-it-s-too-slow,,,,
Spain,07-Jan,Spain: Authorities maintain COVID-19-related measures as of Jan. 6 /update 32,https://www.garda.com/crisis24/news-alerts/425951/spain-authorities-maintain-covid-19-related-measures-as-of-jan-6-update-32,,,,
Spain,07-Jan,"New strain of coronavirus has been circulating in Spain for two weeks, experts conclude",https://english.elpais.com/society/2021-01-06/new-strain-of-coronavirus-has-been-circulating-in-spain-for-two-weeks-experts-conclude.html,,,,
Spain,07-Jan,"Madrid premier vows to step up slow vaccination rollout, as Asturias delivers 100% of first dose",https://english.elpais.com/society/2021-01-06/madrid-premier-vows-to-step-up-slow-vaccination-rollout-as-asturias-delivers-100-of-first-dose.html,,,,
Spain,07-Jan,Impact of COVID-19 Confinement on Physical Activity and Sedentary Behaviour in Spanish University Students: Role of Gender,https://pubmed.ncbi.nlm.nih.gov/33418907/,,,,
Spain,07-Jan,Spain’s post-holiday coronavirus surge continues,https://www.aa.com.tr/en/europe/spain-s-post-holiday-coronavirus-surge-continues/2102458,,,,
France,07-Jan,Covid-19 France: Minister refuses to rule out new lockdown,https://www.connexionfrance.com/French-news/Covid-19-France-Minister-refuses-to-rule-out-new-lockdown-but-defends-current-curfew,,,,
France,07-Jan,Covid-19 France: Could places refuse unvaccinated people?,https://www.connexionfrance.com/French-news/Covid-19-France-Could-places-legally-refuse-unvaccinated-people,,,,
France,07-Jan,"France's bars, restaurants and ski resorts fear extension of COVID-19 restrictions",https://www.euronews.com/2021/01/06/france-s-bars-restaurants-and-ski-resorts-fear-extension-of-covid-19-restrictions,,,,
France,07-Jan,Why are so many in France hesitant to take the COVID-19 vaccine?,https://www.aljazeera.com/features/2021/1/6/why-are-so-many-in-france-hesitant-to-take-the-covid-19-vaccine,,,,
France,07-Jan,French Government Is Criticized For Slow Rollout Of COVID-19 Vaccine,https://www.npr.org/2021/01/06/953857400/french-government-is-criticized-for-slow-rollout-of-covid-19-vaccine,,,,
UK,07-Jan,"Covid-19: UK records more than 1,000 daily virus deaths",https://www.bbc.com/news/uk-55565254,,,,
UK,07-Jan,Covid vaccine tracker: How many people have been vaccinated in the UK?,https://www.itv.com/news/2021-01-06/latest-vaccine-news-follow-the-uk-rollout-of-the-coronavirus-jab-with-our-daily-tracker,,,,
UK,07-Jan,"Covid: scale of emergency facing UK laid bare as 1,041 deaths recorded in 24 hours",https://www.theguardian.com/world/2021/jan/06/scale-of-emergency-facing-uk-laid-bare-as-1000-die-in-24-hours,,,,
UK,07-Jan,"UK Covid death toll rises by 1,041 – a record rise for second wave",https://www.theguardian.com/world/2021/jan/06/uk-records-1041-more-covid-deaths,,,,
UK,07-Jan,Coronavirus digest: UK reports highest daily COVID deaths since April,https://www.dw.com/en/coronavirus-digest-uk-reports-highest-daily-covid-deaths-since-april/a-56139710,,,,
Netherlands,01-Jan,Can I still travel to the Netherlands after Brexit?,https://www.government.nl/topics/brexit/question-and-answer/can-i-still-travel-to-the-netherlands-after-brexit,,,,
Netherlands,01-Jan,"Brexitdeal: The EU and the UK have reached an agreement on a new partnership. From 1 January 2021, new rules will apply when doing business with the UK. Citizens will also notice changes. Are you travelling (for essential purposes) from/to the Netherlands or the UK? Different and more in-depth customs rules and controls will apply.",https://www.netherlandsworldwide.nl/countries/united-kingdom,,,,
Netherlands,01-Jan,Finding the positive: Migrants and COVID-19,https://www.infomigrants.net/en/post/29122/finding-the-positive-migrants-and-covid-19,,,,
Netherlands,01-Jan,Dutch lockdown to last at least to mid-February - health chief,https://www.reuters.com/article/us-health-coronavirus-netherlands-idUSKBN2950TK,,,,
Netherlands,01-Jan,Coronavirus sceptic wins court case about mandatory PCR testing,https://www.dutchnews.nl/news/2020/12/coronavirus-sceptic-wins-court-case-about-mandatory-pcr-testing/,,,,
Italy,01-Jan,Covid-19: Italian doctors are disciplined for anti-vaccination propaganda,https://www.bmj.com/content/371/bmj.m4962,,,,
Italy,01-Jan,Covid-19: Italian doctors are disciplined for anti-vaccination propaganda,https://www.bmj.com/content/371/bmj.m4962,,,,
Italy,01-Jan,Study suggests Italy's COVID-19 death toll is higher than reported,https://www.reuters.com/business/healthcare-pharmaceuticals/study-suggests-italys-covid-19-death-toll-is-higher-than-reported-2020-12-30/,,,,
Italy,01-Jan,Italy records new rise in COVID-19 cases,https://www.aa.com.tr/en/europe/italy-records-new-rise-in-covid-19-cases/2094004,,,,
Italy,01-Jan,Depressive symptoms in response to COVID-19 and lockdown: a cross-sectional study on the Italian population,https://www.nature.com/articles/s41598-020-79850-6,,,,
Germany,01-Jan,Coronavirus: Germany faces €1.3 trillion COVID bill,https://www.dw.com/en/coronavirus-germany-faces-13-trillion-covid-bill/a-56103251,,,,
Germany,01-Jan,Coronavirus: Germany 'very far away from normality',https://www.dw.com/en/coronavirus-germany-very-far-away-from-normality/a-56095336,,,,
Germany,01-Jan,"Germany: COVID-19 cases rise over 30,000 once again",https://www.aa.com.tr/en/europe/germany-covid-19-cases-rise-over-30-000-once-again/2095006,,,,
Germany,01-Jan,German minister urges patience over vaccine as daily deaths hit new high,https://www.theguardian.com/world/2020/dec/30/german-minister-urges-patience-over-vaccine-as-daily-covid-deaths-hit-new-high,,,,
Germany,01-Jan,Germany faces 'difficult times' with COVID-19 in 2021: Merkel,https://www.channelnewsasia.com/news/world/germany-faces-difficult-times-with-covid-19-in-2021-merkel-13869756,,,,
Spain,01-Jan,Spain departs 2020 with surging COVID-19 infections,https://www.aa.com.tr/en/europe/spain-departs-2020-with-surging-covid-19-infections/2095173,,,,
Spain,01-Jan,The year that Spain had to leave the hugs behind,https://english.elpais.com/society/2020-12-31/the-year-that-spain-had-to-leave-the-hugs-behind.html,,,,
Spain,01-Jan,Spain registers highest new Covid cases since start of pandemic,https://theprint.in/world/spain-registers-highest-new-covid-cases-since-start-of-pandemic/577491/,,,,
Spain,01-Jan,Explained: Why Spain will maintain a Covid-19 vaccine deniers registry,https://indianexpress.com/article/explained/explained-why-spain-will-maintain-a-vaccine-deniers-registry-7126506/,,,,
Spain,01-Jan,Organ Donation and Transplantation During the COVID-19 Pandemic: A Summary of the Spanish Experience,https://pubmed.ncbi.nlm.nih.gov/33165237/,,,,
France,01-Jan,Covid: France 'pandering to anti-vaxxers' with slow vaccine rollout,https://www.theguardian.com/world/2020/dec/31/covid-france-pandering-to-anti-vaxxers-with-slow-vaccine-rollout,,,,
France,01-Jan,Covid-19 France: What is the situation in my department?,https://www.connexionfrance.com/French-news/Covid-19-France-What-is-the-situation-in-my-department,,,,
France,01-Jan,France to keep list of people who have Covid vaccination,https://www.connexionfrance.com/French-news/France-to-keep-list-of-people-who-have-Covid-vaccination-SI-Vaccin-list-but-critics-object,,,,
France,01-Jan,France detects first case of South African strain of Covid-19,https://www.france24.com/en/france/20201231-france-detects-first-case-of-south-african-strain-of-covid-19,,,,
France,01-Jan,"Covid: France mobilises 100,000 police to stop New Year's Eve gatherings",https://www.bbc.com/news/world-europe-55493934,,,,
UK,01-Jan,Covid: 12-week vaccine gap defended by UK medical chiefs,https://www.bbc.com/news/uk-55503739,,,,
UK,01-Jan,"COVID-19: UK records 55,892 cases - highest ever daily total - as top doctor issues plea",https://news.sky.com/story/covid-19-uk-records-55-892-covid-cases-highest-ever-daily-total-12176421,,,,
UK,01-Jan,"Covid-19: UK reports a record 55,892 daily cases",https://www.bbc.com/news/uk-55502595,,,,
UK,01-Jan,UK economic outlook for 2021: Covid surge deepens the gloom,https://www.theguardian.com/business/2021/jan/01/uk-economic-outlook-for-2021-covid-surge-deepens-the-gloom,,,,
UK,01-Jan,UK records highest single-day rise in COVID-19 cases,https://www.aa.com.tr/en/europe/uk-records-highest-single-day-rise-in-covid-19-cases/2095133,,,,
Netherlands,28-Dec,Netherlands Obliges Travellers From EU/Schengen Area to Present Negative COVID-19 Test Results Upon Arrival,https://www.schengenvisainfo.com/news/netherlands-obliges-travellers-from-eu-schengen-area-to-present-negative-covid-19-test-results-upon-arrival/,,,,
Netherlands,28-Dec,Netherlands: Authorities to expand COVID-19-related testing requirements for international arrivals from Dec. 29 /update 20,https://www.garda.com/crisis24/news-alerts/422261/netherlands-authorities-to-expand-covid-19-related-testing-requirements-for-international-arrivals-from-dec-29-update-20,,,,
Netherlands,28-Dec,The spread of the UK coronavirus variant in the Netherlands,https://www.rivm.nl/en/news/spread-of-uk-coronavirus-variant-in-netherlands,,,,
Netherlands,28-Dec,Netherlands demands negative coronavirus test for all travellers,https://www.iamexpat.nl/expat-info/dutch-expat-news/netherlands-demands-negative-coronavirus-test-all-travellers,,,,
Netherlands,28-Dec,COVID Love Story: Can A Malawian Bachelor And A Dutch Bachelorette Make It?,https://www.npr.org/sections/goatsandsoda/2020/12/27/949373335/covid-love-story-can-a-malawian-bachelor-and-a-dutch-bachelorette-make-it,,,,
Italy,28-Dec,COVID-19: Vaccine rollout begins in Italian city where coronavirus crisis shocked the world,https://news.sky.com/story/covid-19-vaccine-rollout-begins-in-italian-city-where-coronavirus-crisis-shocked-the-world-12173632,,,,
Italy,28-Dec,"Nurse, 29, First to Receive COVID-19 Vaccine in Italy",https://www.voanews.com/covid-19-pandemic/nurse-29-first-receive-covid-19-vaccine-italy,,,,
Italy,28-Dec,Italy starts virus vaccine campaign with health workers,https://www.aa.com.tr/en/europe/italy-starts-virus-vaccine-campaign-with-health-workers/2090228,,,,
Italy,28-Dec,"Joy, hope as staff at Italy's Covid epicentre gets first jabs",https://www.france24.com/en/live-news/20201227-joy-hope-as-staff-at-italy-s-covid-epicentre-gets-first-jabs,,,,
Italy,28-Dec,Italy kicks off vaccinations against COVID-19 in Rome,https://www.reuters.com/article/us-health-coronavirus-italy-vaccine-idUSKBN291088,,,,
Germany,28-Dec,COVID: Special privileges for the vaccinated?,https://www.dw.com/en/covid-special-privileges-for-the-vaccinated/a-56077470,,,,
Germany,28-Dec,Germany kicks off coronavirus vaccination drive,https://www.dw.com/en/germany-kicks-off-coronavirus-vaccination-drive/av-56070486,,,,
Germany,28-Dec,Germany and UNIDO partner to help countries in Africa fight against COVID-19,https://reliefweb.int/report/world/germany-and-unido-partner-help-countries-africa-fight-against-covid-19,,,,
Germany,28-Dec,Germany alarmed by threat posed by coronavirus deniers,https://www.reuters.com/article/us-germany-security-idUSKBN2921P7,,,,
Germany,28-Dec,COVID-19: Europe begins vaccination push - but delays in Germany after jab exceeds max temperature,https://news.sky.com/story/the-key-to-getting-our-lives-back-europe-begins-covid-vaccination-push-12173342,,,,
Spain,28-Dec,96-year-old woman gets Spain’s 1st COVID-19 vaccine,https://www.aa.com.tr/en/europe/96-year-old-woman-gets-spain-s-1st-covid-19-vaccine/2090178,,,,
Spain,28-Dec,"Spain, Sweden confirm cases of new COVID-19 strain",https://www.aa.com.tr/en/health/spain-sweden-confirm-cases-of-new-covid-19-strain/2089825,,,,
Spain,28-Dec,Spain to keep registry of people who refuse Covid vaccine,https://www.euractiv.com/section/justice-home-affairs/news/spain-to-keep-registry-of-people-who-refuse-covid-vaccine/,,,,
Spain,28-Dec,Spain begins its Covid vaccination program under the shadow of a possible third wave,https://english.elpais.com/society/2020-12-28/spain-begins-its-covid-vaccination-program-under-the-shadow-of-a-possible-third-wave.html,,,,
Spain,28-Dec,"Araceli Hidalgo, 96, the first person in Spain to receive the Covid-19 vaccine",https://english.elpais.com/society/2020-12-27/araceli-hidalgo-96-becomes-the-first-person-in-spain-to-receive-the-covid-19-vaccine.html,,,,
France,28-Dec,Third lockdown ‘not ruled out’ in France if Covid worsens,https://www.connexionfrance.com/French-news/Third-lockdown-not-ruled-out-in-France-if-Covid-worsens,,,,
France,28-Dec,How to get a Covid-19 test in the UK and France,https://www.connexionfrance.com/French-news/How-to-get-a-Covid-19-test-in-the-UK-and-France,,,,
France,28-Dec,France begins Covid-19 vaccinations as 78-year-old woman receives first dose,https://www.france24.com/en/live-news/20201227-france-begins-covid-19-vaccinations-as-78-year-old-woman-receives-country-s-first-dose,,,,
France,28-Dec,France considers third national lockdown as Covid-19 cases rise,https://www.france24.com/en/france/20201228-france-may-impose-third-national-lockdown-if-covid-cases-continue-to-rise,,,,
France,28-Dec,France reports 146 COVID-19 deaths in past 24 hours,https://www.globaltimes.cn/content/1211072.shtml,,,,
UK,28-Dec,Covid-19: Concern at 'unprecedented' infection level in England,https://www.bbc.com/news/uk-55462701,,,,
UK,28-Dec,"Covid-19: UK records 30,000 new cases and 316 deaths",https://www.bbc.com/news/uk-55461140,,,,
UK,28-Dec,"COVID-19: UK records 30,501 new coronavirus cases and 316 more deaths",https://news.sky.com/story/covid-19-uk-records-30-501-new-coronavirus-cases-and-316-more-deaths-12173646,,,,
UK,28-Dec,Coronavirus live news: British tourists flee Swiss ski resort quarantine; inoculation in EU begins – as it happened,https://www.theguardian.com/world/live/2020/dec/27/coronavirus-live-covid-vaccine-inoculation-lockdown-eu-uk-news-latest-updates,,,,
UK,28-Dec,Coronavirus digest: UK COVID vaccine has same 'winning formula',https://www.dw.com/en/coronavirus-digest-uk-covid-vaccine-has-same-winning-formula/a-56065690,,,,
Netherlands,21-Dec,Important Notice Regarding Travel to the Netherlands,https://www.netherlandsandyou.nl/latest-news/news/2020/12/21/important-notice-regarding-travel-to-the-netherlands,,,,
Netherlands,21-Dec,Restrictions on travel from the United Kingdom,https://www.government.nl/latest/news/2020/12/20/restrictions-on-travel-from-the-united-kingdom,,,,
Netherlands,21-Dec,"COVID-19: Italy, Austria, Belgium and Netherlands ban UK flights over new coronavirus strain fears",https://news.sky.com/story/covid-19-italy-austria-belgium-and-netherlands-ban-uk-flights-over-new-coronavirus-strain-fears-12168042,,,,
Netherlands,21-Dec,Netherlands bans flights from UK over new Covid mutation ,https://www.brusselstimes.com/news/belgium-all-news/146288/netherlands-bans-flights-from-uk-over-new-covid-mutation-found-coronavirus-van-ranst-who/,,,,
Netherlands,21-Dec,"Covid: Mutant strain found in Denmark, Netherlands and Australia",https://www.independent.co.uk/news/world/covid-strain-variant-denmark-netherlands-australia-b1776984.html,,,,
Italy,21-Dec,Covid: Nations impose UK travel bans over new variant,https://www.bbc.com/news/world-europe-55385768,,,,
Italy,21-Dec,Why Are So Many Italians Dying of Covid-19? ,https://www.wsj.com/articles/why-are-so-many-italians-dying-of-covid-19-11608469200,,,,
Italy,21-Dec,Italy worries about high death toll among coronavirus patients ,https://www.politico.eu/article/coronavirus-italy-worries-high-death-toll-patients/,,,,
Italy,21-Dec,Italy has a patient with new strain of coronavirus,https://www.aa.com.tr/en/europe/italy-has-a-patient-with-new-strain-of-coronavirus/2083596,,,,
Italy,21-Dec,Italy has patient with new strain of virus found in Britain,https://www.reuters.com/article/us-health-coronavirus-italy-idUSKBN28U0RY,,,,
Germany,21-Dec,Coronavirus digest: Germany bans flights from UK over COVID 'mutation',https://www.dw.com/en/coronavirus-digest-germany-bans-flights-from-uk-over-covid-mutation/a-55999636,,,,
Germany,21-Dec,Covid 19: Inside the BioNTech vaccine factory in Germany,https://www.bbc.com/news/av/world-europe-56590684,,,,
Germany,21-Dec,Covid: Nations impose UK travel bans over new variant,https://www.bbc.com/news/world-europe-55385768,,,,
Germany,21-Dec,"In Germany, ‘tis the season to point fingers",https://www.politico.eu/article/germany-angela-merkel-coronavirus-lockdown-restrictions-crisis/,,,,
Germany,21-Dec,Germany: Monthly COVID death toll set to double in December,https://www.dw.com/en/germany-monthly-covid-death-toll-set-to-double-in-december/a-56000364,,,,
Spain,21-Dec,Madrid authorities say concert attended by thousands followed Covid rules,https://www.theguardian.com/world/2020/dec/20/spain-fears-third-wave-covid-singer-raphael-5000-audience,,,,
Spain,21-Dec,"Spain Retail: After the hit of COVID-19, retail is still trying to recover",https://www.worldfootwear.com/news/spain-retail-after-the-hit-of-covid-19-retail-is-still-trying-to-recover/5880.html,,,,
